Master Record Number,Date,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude,Location,Number of Bars
902565082,2015-11-03,Weekday,2000,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & INDIANA,39.17902185,-86.52702358,"39.17902185,-86.52702358",34
902565087,2015-11-03,Weekday,1900,Pedestrian,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 10TH & JOHN HINKLE,39.171504,-86.49296,"39.171504,-86.49296",5
902565122,2015-11-03,Weekday,2200,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH & N FORREST,39.16846991,-86.52236701,"39.16846991,-86.52236701",41
902565300,2015-11-04,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3600 S WALNUT ST & HEATHER,39.12398948,-86.52669977,"39.12398948,-86.52669977",1
902565309,2015-11-04,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & PATTERSON,39.15017644,-86.54850997,"39.15017644,-86.54850997",4
902565390,2015-11-03,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N GATES,39.16987228,-86.57498168,"39.16987228,-86.57498168",5
902565548,2015-11-04,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S WALNUT,39.16464,-86.5336,"39.16464,-86.5336",42
902565614,2015-11-04,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,9TH & GRANT,39.170544,-86.529696,"39.170544,-86.529696",40
902565637,2015-11-04,Weekday,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST 17TH & N WASHINGTON,39.17904,-86.532096,"39.17904,-86.532096",34
902565671,2015-11-04,Weekday,1300,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & SMITH,39.16424,-86.480688,"39.16424,-86.480688",5
902565857,2015-11-04,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH LANDMARK & WEST BLOOMFIELD,39.15993981,-86.55382007,"39.15993981,-86.55382007",7
902565968,2015-11-04,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & N RANGE,39.171504,-86.495312,"39.171504,-86.495312",5
902566004,2015-11-04,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BOTTOM & SR37N,39.17035524,-86.55792236,"39.17035524,-86.55792236",5
902566066,2015-11-04,Weekday,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CAVE & GIFFORD,39.15144777,-86.6298582,"39.15144777,-86.6298582",0
902566113,2015-11-04,Weekday,2200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & MULLER,39.16450024,-86.56270019,"39.16450024,-86.56270019",4
902566135,2015-11-04,Weekday,1000,2-Car,Incapacitating,IMPROPER TURNING,HICKORY LEAF & SR45W,39.14070129,-86.57746124,"39.14070129,-86.57746124",1
902566222,2015-11-04,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LOIS & ROGERS,39.12984,-86.538496,"39.12984,-86.538496",1
902566224,2015-11-03,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHOHER & WALNUT STREET,39.06860602,-86.53134986,"39.06860602,-86.53134986",0
902566237,2015-11-05,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DUNN & HILLSIDE,39.15055007,-86.52817443,"39.15055007,-86.52817443",5
902566321,2015-11-05,Weekday,900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,PETE ELLIS & THIRD,39.16949706,-86.49495966,"39.16949706,-86.49495966",5
902566323,2015-11-05,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLEGE & EAST 10TH,39.171744,-86.534768,"39.171744,-86.534768",39
902566324,2015-11-05,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,TAPP,39.13704,-86.572896,"39.13704,-86.572896",1
902566546,2015-11-04,Weekday,1100,1-Car,No injury/unknown,IMPROPER TURNING,SOUTH OLD 37 ST,39.10695267,-86.53194427,"39.10695267,-86.53194427",0
902567751,2015-11-07,Weekend,400,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E RAMP CREEK & S FAIRFAX,39.071152,-86.503088,"39.071152,-86.503088",0
902567885,2015-11-05,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S STATE ROAD 37 & TAPP,39.13680024,-86.57320917,"39.13680024,-86.57320917",1
902567886,2015-11-05,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E MOFFETT & ORNAMENTAL,39.09973025,-86.50344154,"39.09973025,-86.50344154",0
902567887,2015-11-05,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04973065,-86.53588429,"39.04973065,-86.53588429",0
902567922,2015-11-07,Weekend,1400,1-Car,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W STATE ROAD 45,39.144969,-86.575233,"39.144969,-86.575233",1
902568188,2015-11-07,Weekend,1300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,N ROGERS & W 10TH,39.175152,-86.538512,"39.175152,-86.538512",39
902568201,2015-11-07,Weekend,1600,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,S MULLER & W 3RD,39.16450024,-86.56270019,"39.16450024,-86.56270019",4
902568337,2015-11-06,Weekend,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR46W & STINESVILLE,39.27093674,-86.67017741,"39.27093674,-86.67017741",0
902568338,2015-11-06,Weekend,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CURRY PIKE & JONATHAN,39.16835994,-86.58299702,"39.16835994,-86.58299702",5
902568363,2015-11-07,Weekend,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,LAKE CREST & W BLOOMFIELD,39.15543973,-86.5624971,"39.15543973,-86.5624971",4
902568472,2015-11-07,Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY,39.145264,-86.577616,"39.145264,-86.577616",1
902568478,2015-11-01,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N JACOBS,39.16848755,-86.5732727,"39.16848755,-86.5732727",5
902568497,2015-11-01,Weekend,1200,2-Car,No injury/unknown,,BRANDON,39.1387336,-86.52559183,"39.1387336,-86.52559183",1
902568508,2015-11-01,Weekend,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,THIRD,39.164752,-86.573104,"39.164752,-86.573104",5
902568510,2015-11-07,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S CURRY & SR45W,39.142048,-86.582592,"39.142048,-86.582592",1
902568557,2015-11-04,Weekday,1400,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,S KINGSTON,39.16655822,-86.492816,"39.16655822,-86.492816",6
902568564,2015-11-07,Weekend,1900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E HICKORY STICK & E WINSLOW FARM,39.13817033,-86.5201798,"39.13817033,-86.5201798",1
902568585,2015-11-01,Weekend,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,COLLEGE MALL & MOORES,39.15099695,-86.4979744,"39.15099695,-86.4979744",4
902568770,2015-11-06,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SAMPLE & SR37N,39.26616,-86.522752,"39.26616,-86.522752",0
902568771,2015-11-06,Weekend,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CEDAR BLUFF & SOUTH OLD STATE ROAD,39.042144,-86.5412,"39.042144,-86.5412",0
902568772,2015-11-07,Weekend,1900,2-Car,Incapacitating,LEFT OF CENTER,HARMONY & W ISON,39.108848,-86.6384,"39.108848,-86.6384",0
902568773,2015-11-01,Weekend,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ACUFF & SR37N,39.20796535,-86.55470202,"39.20796535,-86.55470202",0
902568777,2015-11-01,Weekend,1300,Cyclist,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WINSLOW,39.13821257,-86.524,"39.13821257,-86.524",1
902568818,2015-11-01,Weekday,1900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & S STANSIFER,39.108032,-86.575552,"39.108032,-86.575552",0
902569103,2015-11-02,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST THIRD & INDIANA,39.164448,-86.5268,"39.164448,-86.5268",43
902569476,2015-11-02,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,RATLIFF & SR45E,39.21141815,-86.62164306,"39.21141815,-86.62164306",0
902569504,2015-11-02,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CAVE ROAD & SR48W,39.163152,-86.629104,"39.163152,-86.629104",0
902569598,2015-11-02,Weekday,1400,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,S MULLER & W 3RD,39.16450024,-86.56270019,"39.16450024,-86.56270019",4
902569663,2015-11-02,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E WINSLOW & S WALNUT,39.136144,-86.528688,"39.136144,-86.528688",1
902569683,2015-11-02,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX & S OLD STATE ROAD 37,39.10725988,-86.53149001,"39.10725988,-86.53149001",0
902569742,2015-11-02,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & WALNUT,39.171744,-86.53352,"39.171744,-86.53352",39
902569814,2015-11-07,Weekend,1500,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,AIRPORT & GARRISON CHAPEL,39.13704005,-86.64115678,"39.13704005,-86.64115678",0
902569815,2015-11-01,Weekend,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BURMA & SR37N,39.3145402,-86.51147583,"39.3145402,-86.51147583",0
902569840,2015-11-02,Weekday,2200,1-Car,No injury/unknown,UNSAFE SPEED,BARR & MT TABOR,39.273888,-86.621456,"39.273888,-86.621456",0
902569860,2015-11-02,Weekday,1700,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,RIDGEWOOD & SR46W,39.217248,-86.598992,"39.217248,-86.598992",0
902569926,2015-11-02,Weekday,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HARTSTRAIT & SR46W,39.22766271,-86.61599803,"39.22766271,-86.61599803",1
902570131,2015-11-02,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E BENSON,39.121568,-86.520464,"39.121568,-86.520464",0
902570169,2015-11-03,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N MADISON & W 17TH,39.178992,-86.537792,"39.178992,-86.537792",34
902570519,2015-11-02,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & VICTOR,39.105552,-86.551104,"39.105552,-86.551104",0
902570520,2015-11-03,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FORREST PARK & SR46W,39.21206673,-86.58700874,"39.21206673,-86.58700874",0
902570640,2015-11-03,Weekday,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST UNIVERSITY & SOUTH WOODLAWN,39.16033007,-86.52264439,"39.16033007,-86.52264439",42
902570919,2015-11-03,Weekday,1500,2-Car,No injury/unknown,IMPROPER PASSING,S MILTON & W GRAHAM,39.139968,-86.539712,"39.139968,-86.539712",2
902570935,2015-11-03,Weekday,1800,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E ALLENDALE & S WALNUT STREET,39.130944,-86.526688,"39.130944,-86.526688",1
902570944,2015-11-04,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S BASSWOOD,39.15001474,-86.57148427,"39.15001474,-86.57148427",1
902570990,2015-11-03,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM & OLD STATE ROAD 37,39.18554492,-86.53944008,"39.18554492,-86.53944008",3
902570994,2015-11-05,Weekday,2100,2-Car,No injury/unknown,UNSAFE BACKING,LARKSPUR & WEST ALLEN,39.1557502,-86.54797017,"39.1557502,-86.54797017",31
902571147,2015-11-03,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,1ST & COLLEGE,39.1774293,-86.53473178,"39.1774293,-86.53473178",39
902571223,2015-11-03,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37 & TAPP,39.13674164,-86.57086944,"39.13674164,-86.57086944",1
902571251,2015-11-03,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,KIMBLE & W 3RD,39.16464,-86.568,"39.16464,-86.568",5
902571411,2015-11-04,Weekday,1200,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,KIRKWOOD,39.16661248,-86.5320231,"39.16661248,-86.5320231",43
902571424,2015-11-04,Weekday,700,1-Car,Incapacitating,RAN OFF ROAD RIGHT,GARRISON CHAPEL & SR48W,39.11790085,-86.64218165,"39.11790085,-86.64218165",0
902571447,2015-11-03,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,INGRAM & SR37S,38.99338926,-86.53726441,"38.99338926,-86.53726441",0
902571448,2015-11-03,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,INGRAM & SR37S,38.99338926,-86.53726441,"38.99338926,-86.53726441",0
902571581,2015-11-04,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,MOODY & S HENDERSON,39.148064,-86.526912,"39.148064,-86.526912",4
902571582,2015-11-04,Weekday,1600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,11TH & N WALNUT,39.173248,-86.533488,"39.173248,-86.533488",39
902571635,2015-11-04,Weekday,1900,Pedestrian,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CLARIZZ & COVENTANTER,39.15246986,-86.49054588,"39.15246986,-86.49054588",6
902571658,2015-11-04,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & KINGSTON,39.1645144,-86.49292885,"39.1645144,-86.49292885",6
902571670,2015-11-04,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,BURKS & S WALNUT,39.13723389,-86.53136998,"39.13723389,-86.53136998",1
902571679,2015-11-04,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,1919 S WALNUT & MILLER,39.146944,-86.532544,"39.146944,-86.532544",4
902571711,2015-11-04,Weekday,2200,2-Car,Non-incapacitating,UNSAFE SPEED,3RD & LIBERTY,39.16461021,-86.57913006,"39.16461021,-86.57913006",5
902571785,2015-11-04,Weekday,1100,Bus,No injury/unknown,UNSAFE BACKING,MULLER,39.16180998,-86.56743228,"39.16180998,-86.56743228",5
902571831,2015-11-05,Weekday,400,1-Car,Incapacitating,ANIMAL/OBJECT IN ROADWAY,GARRISON CHAPEL & SR48W,39.16350729,-86.64372165,"39.16350729,-86.64372165",0
902571853,2015-11-04,Weekday,600,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & GRANT,39.16464,-86.529728,"39.16464,-86.529728",43
902571860,2015-11-05,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,JOHN HINKLE,39.17056,-86.492704,"39.17056,-86.492704",5
902571903,2015-11-04,Weekday,1300,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,4TH & SR46W,39.233344,-86.624,"39.233344,-86.624",1
902572049,2015-11-04,Weekday,1500,Moped/Motorcycle,Non-incapacitating,FOLLOWING TOO CLOSELY,BLUE RIDGE & WALNUT,39.14399421,-86.53452023,"39.14399421,-86.53452023",4
902572059,2015-11-05,Weekday,2000,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,2850 E 3RD & COLLEGE MALL,39.16424,-86.4984,"39.16424,-86.4984",6
902572063,2015-11-04,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DOYLE & VILLAGE,39.15978713,-86.58387621,"39.15978713,-86.58387621",5
902572064,2015-11-05,Weekday,1600,1-Car,No injury/unknown,DRIVER ILLNESS,GARRISON CHAPEL & GIFFORD,39.151552,-86.643504,"39.151552,-86.643504",0
902572065,2015-11-05,Weekday,2000,2-Car,No injury/unknown,LEFT OF CENTER,CHAFIN CHAPEL & RED HILL,39.31249031,-86.63475975,"39.31249031,-86.63475975",0
902572246,2015-11-06,Weekday,1000,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,COLLEGE MALL & E 3RD,39.16424,-86.4984,"39.16424,-86.4984",6
902572325,2015-11-06,Weekday,1300,2-Car,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SR37N & STATE ROAD 45,39.148144,-86.572992,"39.148144,-86.572992",1
902572342,2015-11-06,Weekday,1600,1-Car,No injury/unknown,UNSAFE BACKING,HAWTHORNE & SOUTHDOWNS,39.15580988,-86.52042319,"39.15580988,-86.52042319",38
902572346,2015-11-06,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD,39.16424,-86.49418049,"39.16424,-86.49418049",6
902572360,2015-11-06,Weekday,1400,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,ALLEN & BLOOMFIELD,39.156144,-86.561296,"39.156144,-86.561296",3
902572429,2015-11-06,Weekday,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,17TH & MAPLE,39.17903718,-86.54174313,"39.17903718,-86.54174313",34
902572435,2015-11-06,Weekday,1600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SOUTH CORY & WEST 3RD,39.164544,-86.560096,"39.164544,-86.560096",4
902572497,2015-11-06,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S TYLER,39.1316,-86.576944,"39.1316,-86.576944",0
902572506,2015-11-06,Weekend,2100,2-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,17TH & LINGELBACH,39.1792497,-86.50839156,"39.1792497,-86.50839156",1
902572588,2015-11-06,Weekday,100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N SR 37 BUSINESS & W  BAYLES,39.29488158,-86.53700999,"39.29488158,-86.53700999",0
902572661,2015-11-07,Weekend,500,1-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S BRITTANY,39.13731265,-86.5225606,"39.13731265,-86.5225606",1
902572707,2015-11-06,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,STATE ROAD 45,39.14368,-86.579063,"39.14368,-86.579063",1
902572739,2015-11-07,Weekend,900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR4546E & WALNUT,39.186368,-86.5344,"39.186368,-86.5344",3
902572755,2015-11-07,Weekend,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 2ND & S COLLEGE MALL,39.160944,-86.497696,"39.160944,-86.497696",6
902572802,2015-11-07,Weekend,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,HAGAN & SMITH,39.16294992,-86.48080028,"39.16294992,-86.48080028",5
902572843,2015-11-07,Weekend,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S JORDAN,39.16426018,-86.51639557,"39.16426018,-86.51639557",19
902572890,2015-11-06,Weekend,1900,2-Car,No injury/unknown,IMPROPER TURNING,E 17TH & E LINGELBACH,39.1792497,-86.50840021,"39.1792497,-86.50840021",1
902572909,2015-11-07,Weekend,1500,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,NORTH WALNUT & WEST 14TH,39.175952,-86.53344,"39.175952,-86.53344",39
902572918,2015-11-07,Weekend,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LEONARD SPRINGS & TAPP,39.13704,-86.582512,"39.13704,-86.582512",1
902572943,2015-11-06,Weekend,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,MONROE DAM & S OLD STATE ROAD 37,39.01866987,-86.53944008,"39.01866987,-86.53944008",0
902572944,2015-11-07,Weekend,1400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,KETCHAM & POPCORN,39.00638637,-86.57203295,"39.00638637,-86.57203295",0
902572948,2015-11-06,Weekday,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N CROSSOVER & SR37,39.41013981,-86.51703486,"39.41013981,-86.51703486",0
902572956,2015-11-07,Weekend,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & SR 46,39.16425012,-86.47205024,"39.16425012,-86.47205024",1
902572978,2015-11-07,Weekend,1800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,WALNUT STREET & WINSLOW,39.1359897,-86.52879975,"39.1359897,-86.52879975",1
902573077,2015-11-07,Weekend,2200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & COLLEGE,39.16464,-86.534816,"39.16464,-86.534816",42
902573078,2015-11-01,Weekend,0,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,8TH & WALNUT,39.169552,-86.533552,"39.169552,-86.533552",41
902573081,2015-11-07,Weekend,400,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,N STONEYBROOK & W ALRINGTON,39.20197003,-86.56172862,"39.20197003,-86.56172862",0
902573093,2015-11-01,Weekend,100,1-Car,No injury/unknown,UNSAFE SPEED,3RD & DUNN,39.164448,-86.528096,"39.164448,-86.528096",43
902573113,2015-11-01,Weekend,200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR46W & STINESVILLE,39.26779516,-86.66674898,"39.26779516,-86.66674898",0
902573275,2015-11-01,Weekend,1000,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FAIRFAX & SCHACHT,39.10622986,-86.52282382,"39.10622986,-86.52282382",0
902573412,2015-11-01,Weekend,1100,2-Car,No injury/unknown,,S COLLEGE,39.16446694,-86.53481763,"39.16446694,-86.53481763",42
902573546,2015-11-01,Weekend,1500,1-Car,Incapacitating,OVERCORRECTING/OVERSTEERING,HINDS & SR45W,39.09887587,-86.6523924,"39.09887587,-86.6523924",0
902573583,2015-11-07,Weekend,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX & SCHACHT,39.10588266,-86.52253918,"39.10588266,-86.52253918",0
902573584,2015-11-07,Weekend,1200,Pedestrian,Incapacitating,RAN OFF ROAD RIGHT,FAIRFAX & SCHACHT,39.10588266,-86.52253918,"39.10588266,-86.52253918",0
902573585,2015-11-02,Weekday,200,1-Car,Incapacitating,RAN OFF ROAD RIGHT,NEHRT & ROBINSON,39.24065016,-86.44277349,"39.24065016,-86.44277349",0
902573732,2015-11-02,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S HENDERSON & THORNTON,39.148544,-86.526912,"39.148544,-86.526912",4
902573989,2015-11-02,Weekday,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,10TH & INDIANA,39.17168,-86.527024,"39.17168,-86.527024",40
902574248,2015-11-02,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,11TH & MORTON,39.173216,-86.536,"39.173216,-86.536",40
902574338,2015-11-02,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E HILLSIDE & S WOODLAWN,39.15072,-86.522496,"39.15072,-86.522496",5
902574491,2015-11-02,Weekday,2300,2-Car,No injury/unknown,IMPROPER TURNING,7TH & WALNUT,39.16864,-86.533568,"39.16864,-86.533568",41
902574573,2015-11-02,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ALLEY & GRANT,39.16556168,-86.52983195,"39.16556168,-86.52983195",43
902574912,2015-12-03,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S COLLEGE MALL,39.16394547,-86.49833535,"39.16394547,-86.49833535",6
902574963,2015-12-03,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,W 3RD,39.164848,-86.5761011,"39.164848,-86.5761011",5
902574971,2015-12-03,Weekday,1000,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,KIMBLE & W 3RD,39.16464,-86.568,"39.16464,-86.568",5
902575032,2015-11-01,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BAYLES & STATE RD 37 BUSINESS,39.00370672,-86.53700999,"39.00370672,-86.53700999",0
902575106,2015-11-02,Weekday,900,2-Car,No injury/unknown,LEFT OF CENTER,BETHEL & SR45E,39.214406,-86.45631982,"39.214406,-86.45631982",0
902575107,2015-12-03,Weekday,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FAIRFAX & MARIE,39.10568006,-86.5224798,"39.10568006,-86.5224798",0
902575108,2015-12-03,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FAIRFAX & WALNUT STREET,39.10715997,-86.52650982,"39.10715997,-86.52650982",0
902575141,2015-12-03,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,WALNUT,39.17839758,-86.53339992,"39.17839758,-86.53339992",39
902575189,2015-12-03,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45W & W INDUSTRIAL,39.143552,-86.580528,"39.143552,-86.580528",1
902575193,2015-11-06,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,E AMY,39.16936,-86.497952,"39.16936,-86.497952",4
